Year,Watershed Group Name,Stock Name(stream),Timing Group,Name,Total,jacks,males,females,spawn%,eff_fem,fpsm,DUID,
1948,Chilcotin,S. End Chilko Lake,T2,Chilko - Early Summer,0,0,0,0,0,0,0,3,
1949,Chilcotin,S. End Chilko Lake,T2,Chilko - Early Summer,0,0,0,0,0,0,0,3,
1950,Chilcotin,S. End Chilko Lake,T2,Chilko - Early Summer,0,0,0,0,0,0,0,3,
1951,Chilcotin,S. End Chilko Lake,T2,Chilko - Early Summer,0,0,0,0,0,0,0,3,
1952,Chilcotin,S. End Chilko Lake,T2,Chilko - Early Summer,0,0,0,0,0,0,0,3,
1953,Chilcotin,S. End Chilko Lake,T2,Chilko - Early Summer,0,0,0,0,0,0,0,3,
1954,Chilcotin,S. End Chilko Lake,T2,Chilko - Early Summer,0,0,0,0,0,0,0,3,
1955,Chilcotin,S. End Chilko Lake,T2,Chilko - Early Summer,0,0,0,0,0,0,0,3,
1956,Chilcotin,S. End Chilko Lake,T2,Chilko - Early Summer,0,0,0,0,0,0,0,3,
1957,Chilcotin,S. End Chilko Lake,T2,Chilko - Early Summer,0,0,0,0,0,0,0,3,
1958,Chilcotin,S. End Chilko Lake,T2,Chilko - Early Summer,0,0,0,0,0,0,0,3,
1959,Chilcotin,S. End Chilko Lake,T2,Chilko - Early Summer,0,0,0,0,0,0,0,3,
1960,Chilcotin,S. End Chilko Lake,T2,Chilko - Early Summer,0,0,0,0,0,0,0,3,
1961,Chilcotin,S. End Chilko Lake,T2,Chilko - Early Summer,0,0,0,0,0,0,0,3,
1962,Chilcotin,S. End Chilko Lake,T2,Chilko - Early Summer,0,0,0,0,0,0,0,3,
1963,Chilcotin,S. End Chilko Lake,T2,Chilko - Early Summer,0,0,0,0,0,0,0,3,
1964,Chilcotin,S. End Chilko Lake,T2,Chilko - Early Summer,0,0,0,0,0,0,0,3,
1965,Chilcotin,S. End Chilko Lake,T2,Chilko - Early Summer,0,0,0,0,0,0,0,3,
1966,Chilcotin,S. End Chilko Lake,T2,Chilko - Early Summer,0,0,0,0,0,0,0,3,
1967,Chilcotin,S. End Chilko Lake,T2,Chilko - Early Summer,0,0,0,0,0,0,0,3,
1968,Chilcotin,S. End Chilko Lake,T2,Chilko - Early Summer,0,0,0,0,0,0,0,3,
1969,Chilcotin,S. End Chilko Lake,T2,Chilko - Early Summer,0,0,0,0,0,0,0,3,
1970,Chilcotin,S. End Chilko Lake,T2,Chilko - Early Summer,0,0,0,0,0,0,0,3,
1973,Chilcotin,S. End Chilko Lake,T2,Chilko - Early Summer,0,0,0,0,0,0,0,3,
1938,Chilcotin,S. End Chilko Lake,T2,Chilko - Early Summer,0,0,0,0,0,0,0,3,
1988,Chilcotin,Chilko Channel,T3,Chilko - Summer,4687,8,1762,2917,69.93,2040,877,3,
1989,Chilcotin,Chilko Channel,T3,Chilko - Summer,1525,66,638,821,98.22,803,18,3,
1990,Chilcotin,Chilko Channel,T3,Chilko - Summer,9974,40,3518,6416,94.99,6095,321,3,
1938,Chilcotin,Chilko River,T3,Chilko - Summer,10870,32,5403,5435,94.61,5142,293,3,
1939,Chilcotin,Chilko River,T3,Chilko - Summer,2000,635,515,850,98,833,17,3,
1940,Chilcotin,Chilko River,T3,Chilko - Summer,341760,4204,183664,153892,100,153892,0,3,
1941,Chilcotin,Chilko River,T3,Chilko - Summer,367506,0,183091,184415,97.03,178938,5477,3,
1942,Chilcotin,Chilko River,T3,Chilko - Summer,30080,0,15040,15040,98,14739,301,3,
1943,Chilcotin,Chilko River,T3,Chilko - Summer,10474,733,3478,6263,96.5,6044,219,3,
1944,Chilcotin,Chilko River,T3,Chilko - Summer,194276,194,98886,95196,95,90436,4760,3,
1945,Chilcotin,Chilko River,T3,Chilko - Summer,172931,306,85976,86649,86.5,74951,11698,3,
1946,Chilcotin,Chilko River,T3,Chilko - Summer,59819,359,30747,28713,90.9,26100,2613,3,
1947,Chilcotin,Chilko River,T3,Chilko - Summer,54931,4999,21094,28838,98.6,28434,404,3,
1948,Chilcotin,Chilko River,T3,Chilko - Summer,671025,403,277737,392885,92.8,364597,28288,3,
1949,Chilcotin,Chilko River,T3,Chilko - Summer,58310,63,24056,34191,96.6,33029,1162,3,
1950,Chilcotin,Chilko River,T3,Chilko - Summer,26447,9139,9815,7493,87.48,6555,938,3,
1951,Chilcotin,Chilko River,T3,Chilko - Summer,118110,17994,41982,58134,99.02,57563,571,3,
1952,Chilcotin,Chilko River,T3,Chilko - Summer,490065,4480,224256,261329,89.4,233628,27701,3,
1953,Chilcotin,Chilko River,T3,Chilko - Summer,201245,554,91350,109341,86.4,94471,14870,3,
1954,Chilcotin,Chilko River,T3,Chilko - Summer,37743,3447,12459,21837,97.3,21247,590,3,
1955,Chilcotin,Chilko River,T3,Chilko - Summer,132146,10979,40578,80589,94.1,75834,4755,3,
1956,Chilcotin,Chilko River,T3,Chilko - Summer,647768,862,260525,386381,95.4,368607,17774,3,
1957,Chilcotin,Chilko River,T3,Chilko - Summer,140765,2301,54952,83512,99.54,83128,384,3,
1958,Chilcotin,Chilko River,T3,Chilko - Summer,137081,16977,49600,70504,99.9,70433,71,3,
1959,Chilcotin,Chilko River,T3,Chilko - Summer,471162,8102,189677,273383,99.82,272891,492,3,
1960,Chilcotin,Chilko River,T3,Chilko - Summer,426607,61,179209,247337,99,244864,2473,3,
1961,Chilcotin,Chilko River,T3,Chilko - Summer,40315,1214,15515,23586,63.76,15038,8548,3,
1962,Chilcotin,Chilko River,T3,Chilko - Summer,92467,14754,28212,49501,85.1,42125,7376,3,
1963,Chilcotin,Chilko River,T3,Chilko - Summer,1002252,4021,454959,543272,10.53,57207,486065,3,
1964,Chilcotin,Chilko River,T3,Chilko - Summer,238601,329,103777,134495,97.84,131590,2905,3,
1965,Chilcotin,Chilko River,T3,Chilko - Summer,39902,4567,12294,23041,90.33,20813,2228,3,
1966,Chilcotin,Chilko River,T3,Chilko - Summer,226702,17083,94921,114698,93.76,107541,7157,3,
1967,Chilcotin,Chilko River,T3,Chilko - Summer,176337,1622,72563,102152,88.11,90006,12146,3,
1968,Chilcotin,Chilko River,T3,Chilko - Summer,414446,584,173238,240624,75.6,181912,58712,3,
1969,Chilcotin,Chilko River,T3,Chilko - Summer,76518,5616,28491,42411,60.17,25519,16892,3,
1970,Chilcotin,Chilko River,T3,Chilko - Summer,145049,9661,63483,71905,70.82,50923,20982,3,
1971,Chilcotin,Chilko River,T3,Chilko - Summer,174266,17073,57727,99466,91.13,90643,8823,3,
1972,Chilcotin,Chilko River,T3,Chilko - Summer,562333,1566,225265,335502,98.7,331140,4362,3,
1973,Chilcotin,Chilko River,T3,Chilko - Summer,61707,6032,24786,30889,97.87,30231,658,3,
1974,Chilcotin,Chilko River,T3,Chilko - Summer,128131,18568,36569,72994,96.98,70790,2204,3,
1975,Chilcotin,Chilko River,T3,Chilko - Summer,220554,20815,81685,118054,86.42,102022,16032,3,
1976,Chilcotin,Chilko River,T3,Chilko - Summer,364311,2559,146424,215328,98.26,211581,3747,3,
1977,Chilcotin,Chilko River,T3,Chilko - Summer,54322,4783,20671,28868,68.7,19832,9036,3,
1978,Chilcotin,Chilko River,T3,Chilko - Summer,151835,8433,60269,83133,99.51,82726,407,3,
1979,Chilcotin,Chilko River,T3,Chilko - Summer,240294,5370,80701,154223,87.44,134853,19370,3,
1980,Chilcotin,Chilko River,T3,Chilko - Summer,468658,846,169437,298375,92.53,276086,22289,3,
1981,Chilcotin,Chilko River,T3,Chilko - Summer,35909,1549,12919,21441,93.67,20084,1357,3,
1982,Chilcotin,Chilko River,T3,Chilko - Summer,242263,2360,99437,140466,96.8,135971,4495,3,
1983,Chilcotin,Chilko River,T3,Chilko - Summer,331510,2290,138690,190530,93.62,178374,12156,3,
1984,Chilcotin,Chilko River,T3,Chilko - Summer,452968,350,223925,228693,96.2,220003,8690,3,
1985,Chilcotin,Chilko River,T3,Chilko - Summer,86120,14685,36373,35062,99.02,34718,344,3,
1986,Chilcotin,Chilko River,T3,Chilko - Summer,310397,28626,112924,168847,93.95,158632,10215,3,
1987,Chilcotin,Chilko River,T3,Chilko - Summer,241703,2102,88974,150627,92.61,139496,11131,3,
1988,Chilcotin,Chilko River,T3,Chilko - Summer,250495,506,113867,136122,97.73,133032,3090,3,
1989,Chilcotin,Chilko River,T3,Chilko - Summer,56994,5414,16806,34774,98.17,34089,685,3,
1990,Chilcotin,Chilko River,T3,Chilko - Summer,823339,7436,313246,502657,97.86,491896,10761,3,
1945,Chilcotin,N. End Chilko Lake,T3,Chilko - Summer,4005,7,1991,2007,86.5,1736,271,3,
1946,Chilcotin,N. End Chilko Lake,T3,Chilko - Summer,350,0,233,117,90.9,106,11,3,
1991,Chilcotin,Chilko Channel,T3,Chilko - Summer,20508,13,8192,12303,81.76,10059,2244,3,
1991,Chilcotin,Chilko River,T3,Chilko - Summer,1019116,1874,412105,605137,97.09,587478,17659,3,
1992,Chilcotin,Chilko Channel,T3,Chilko - Summer,7081,50,2355,4676,95.07,4446,230,3,
1992,Chilcotin,Chilko River,T3,Chilko - Summer,508582,4346,188199,316037,99.85,315513,524,3,
1993,Chilcotin,Chilko Channel,T3,Chilko - Summer,5399,18,2216,3165,98.32,3112,53,3,
1993,Chilcotin,Chilko River,T3,Chilko - Summer,556466,6621,228520,321325,99.35,319186,2139,3,
1994,Chilcotin,Chilko Channel,T3,Chilko - Summer,1947,17,791,1139,36.7,418,721,3,
1994,Chilcotin,Chilko River,T3,Chilko - Summer,450292,1477,187684,261131,97.1,253558,7573,3,
1995,Chilcotin,Chilko Channel,T3,Chilko - Summer,8486,170,3892,4424,80.42,3558,866,3,
1995,Chilcotin,Chilko River,T3,Chilko - Summer,539269,3221,221058,314990,93.5,294469,20521,3,
1996,Chilcotin,Chilko River,T3,Chilko - Summer,989422,14576,442372,532474,94.75,504469,28005,3,
1997,Chilcotin,Chilko Channel,T3,Chilko - Summer,7511,12,3420,4079,87.48,3568,511,3,
1997,Chilcotin,Chilko River,T3,Chilko - Summer,985743,7415,425557,552771,91.49,505730,47041,3,
1998,Chilcotin,Chilko River,T3,Chilko - Summer,880944,1934,367336,511674,91.4,467624,44050,3,
1999,Chilcotin,Chilko River,T3,Chilko - Summer,891922,355,441606,449961,96.14,432565,17396,3,
2000,Chilcotin,Chilko River,T3,Chilko - Summer,759163,222,348705,410236,96.42,395559,14677,3,
2001,Chilcotin,Chilko River,T3,Chilko - Summer,669920,1249,331546,337125,98.27,331244,5881,3,
2002,Chilcotin,Chilko River,T3,Chilko - Summer,385042,2289,167161,215592,99.78,215050,542,3,
2004,Chilcotin,Chilko Channel,T3,Chilko - Summer,0,0,0,0,0,0,0,3,
2004,Chilcotin,Chilko River,T3,Chilko - Summer,92143,234,41819,50090,98.22,49193,897,3,
2003,Chilcotin,Chilko River,T3,Chilko - Summer,612239,3918,272391,335930,99.71,334896,1034,3,
2006,Chilcotin,Chilko River,T3,Chilko - Summer,469504,557,199987,268960,97.4,261918,7042,3,
2005,Chilcotin,Chilko River,T3,Chilko - Summer,540481,4514,250636,285331,99.92,285065,266,3,
2007,Chilcotin,Chilko River,T3,Chilko - Summer,306707,854,145863,159990,97.86,156518,3472,3,
2012,Chilcotin,Chilko River,T3,Chilko - Summer,246602,1080,109708,135814,66.84,90758,45056,3,
2009,Chilcotin,Chilko River,T3,Chilko - Summer,217778,4399,85478,127901,99.58,127367,534,3,
2010,Chilcotin,Chilko River,T3,Chilko - Summer,2462975,3029,1091664,1368282,86.35,1181540,186742,3,
2013,Chilcotin,Chilko River,T3,Chilko - Summer,1235234,37501,565966,631767,98.85,624495,7272,3,
2015,Chilcotin,Chilko River,T3,Chilko - Summer,662707,2107,226971,433629,98.94,429012,4617,3,
2011,Chilcotin,Chilko River,T3,Chilko - Summer,919254,2611,355797,560846,81.61,457653,103193,3,
2014,Chilcotin,Chilko River,T3,Chilko - Summer,1029313,3726,356420,669167,99.52,665987,3180,3,
2008,Chilcotin,Chilko River,T3,Chilko - Summer,250583,720,119215,130648,52.65,68731,61917,3,
1938,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,25,0,12,13,100,13,0,5,
1968,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,50,0,25,25,100,25,0,5,
1972,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,440,0,220,220,98,216,4,5,
1974,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,420,20,200,200,100,200,0,5,
1975,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,260,0,130,130,100,130,0,5,
1976,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,1300,0,491,809,96.97,784,25,5,
1977,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,20,20,0,0,0,0,0,5,
1978,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,1570,31,707,832,100,832,0,5,
1980,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,276,0,96,180,0,0,180,5,
1981,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,67,34,20,13,0,0,13,5,
1982,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,4000,20,1164,2816,95,2675,141,5,
1983,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,270,0,88,182,100,182,0,5,
1984,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,180,0,108,72,100,72,0,5,
1985,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,20,0,10,10,100,10,0,5,
1986,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,1164,0,567,597,97,579,18,5,
1987,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,1716,0,926,790,97.77,772,18,5,
1988,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,6612,47,2643,3922,99.12,3887,35,5,
1989,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,100,11,24,65,100,65,0,5,
1990,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,2230,0,930,1300,99.23,1290,10,5,
1988,Lower Fraser,Chilliwack River,,,,,,,,,,,
1941,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1942,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1943,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1944,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1945,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1947,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1948,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1949,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1950,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1951,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1952,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1953,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1954,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1955,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1956,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1957,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1958,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1959,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1960,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1961,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1962,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1963,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1964,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1965,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1966,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1967,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1969,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1970,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1971,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1973,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1979,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1999,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,428,4,212,212,99.06,210,2,5,
1991,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,1050,0,280,770,100,770,0,5,
1992,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,2393,35,980,1378,99.73,1374,4,5,
1992,Lower Fraser,Chilliwack River,,,,,,,,,,,
1993,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,510,10,280,220,100,220,0,5,
1994,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,7925,15,3905,4005,98.33,3938,67,5,
1994,Lower Fraser,Chilliwack River,,,,,,,,,,,
1995,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,988,20,576,392,88.27,346,46,5,
1940,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1996,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,4240,12,2356,1872,96.43,1805,67,5,
1997,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,780,7,473,300,100,300,0,5,
1998,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,1072,4,436,632,67.08,424,208,5,
2001,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,2913,0,1688,1225,90.45,1108,117,5,
2001,Lower Fraser,Chilliwack River,,,,,,,,,,,
2000,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,6727,0,2794,3933,99.41,3910,23,5,
2000,Lower Fraser,Chilliwack River,,,,,,,,,,,
2002,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,2733,26,1273,1434,99.5,1427,7,5,
2002,Lower Fraser,Chilliwack River,,,,,,,,,,,
2003,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,3420,28,1407,1985,98.94,1964,21,5,
2003,Lower Fraser,Chilliwack River,,,,,,,,,,,
2004,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,1625,0,797,828,99.68,825,3,5,
2004,Lower Fraser,Chilliwack River,,,,,,,,,,,
2005,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,300,0,126,174,96.89,169,5,5,
2005,Lower Fraser,Chilliwack River,,,,,,,,,,,
2006,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,363,0,167,196,95.35,187,9,5,
2006,Lower Fraser,Chilliwack River,,,,,,,,,,,
2007,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,947,11,415,521,97.87,510,11,5,
2007,Lower Fraser,Chilliwack River,,,,,,,,,,,
2013,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,788,0,408,380,100,380,0,5,
2009,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,504,0,276,228,100,228,0,5,
2009,Lower Fraser,Chilliwack River,,,,,,,,,,,
1949,Lower Fraser,Chilliwack River,,,,,,,,,,,
1974,Lower Fraser,Chilliwack River,,,,,,,,,,,
1990,Lower Fraser,Chilliwack River,,,,,,,,,,,
2013,Lower Fraser,Chilliwack River,,,,,,,,,,,
2010,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,2104,20,938,1146,98.33,1127,19,5,
2010,Lower Fraser,Chilliwack River,,,,,,,,,,,
2010,Lower Fraser,Depot Creek,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
2014,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,936,0,452,484,95.66,463,21,5,
2014,Lower Fraser,Chilliwack River,,,,,,,,,,,
2011,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,3836,12,1711,2113,99.61,2105,8,5,
2011,Lower Fraser,Chilliwack River,,,,,,,,,,,
1971,Lower Fraser,Chilliwack River,,,,,,,,,,,
1972,Lower Fraser,Depot Creek,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1973,Lower Fraser,Chilliwack River,,,,,,,,,,,
1973,Lower Fraser,Depot Creek,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1974,Lower Fraser,Depot Creek,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1977,Lower Fraser,Chilliwack River,,,,,,,,,,,
1977,Lower Fraser,Depot Creek,T2,Chilliwack - Early Summer,0,0,0,0,0,0,0,5,
1989,Lower Fraser,Chilliwack River,,,,,,,,,,,
2012,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,2831,0,1214,1617,91.32,1477,140,5,
2012,Lower Fraser,Chilliwack River,,,,,,,,,,,
2012,Lower Fraser,Depot Creek,T2,Chilliwack - Early Summer,149,0,53,96,97.03,93,3,5,
2008,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,5340,0,2734,2606,34.73,905,1701,5,
2008,Lower Fraser,Chilliwack River,,,,,,,,,,,
2015,Lower Fraser,Chilliwack Lake,T2,Chilliwack - Early Summer,943,16,434,493,84.62,417,76,5,
2015,Lower Fraser,Chilliwack River,,,,,,,,,,,
1985,Lower Fraser,Alouette River,T4,CU not identified,22,0,11,11,100,11,0,NA,
1939,Lower Fraser,American Bar Creek,T4,CU not identified,389,0,194,195,0,0,195,NA,
1958,Lower Fraser,American Bar Creek,T4,CU not identified,540,0,291,249,0,0,249,NA,
1939,Lower Fraser,Coquihalla River,T4,CU not identified,41,0,20,21,79,17,4,NA,
1940,Lower Fraser,Coquihalla River,T4,CU not identified,378,0,145,233,11.03,26,207,NA,
1942,Lower Fraser,Coquihalla River,T4,CU not identified,4,0,2,2,50,1,1,NA,
1943,Lower Fraser,Coquihalla River,T4,CU not identified,7,0,3,4,0,0,4,NA,
1958,Lower Fraser,Coquihalla River,T4,CU not identified,2524,0,1360,1164,0,0,1164,NA,
1983,Lower Fraser,Coquihalla River,T4,CU not identified,27,0,13,14,100,14,0,NA,
1939,Lower Fraser,Emory Creek,T4,CU not identified,218,0,108,110,0,0,110,NA,
1941,Lower Fraser,Emory Creek,T4,CU not identified,3613,979,1317,1317,0,0,1317,NA,
1942,Lower Fraser,Emory Creek,T4,CU not identified,20,0,10,10,0,0,10,NA,
1943,Lower Fraser,Emory Creek,T4,CU not identified,2,0,1,1,0,0,1,NA,
1978,Lower Fraser,Johnson Slough,T4,CU not identified,16,0,8,8,0,0,8,NA,
1986,Lower Fraser,Johnson Slough,T4,CU not identified,100,0,50,50,100,50,0,NA,
1989,Lower Fraser,Johnson Slough,T4,CU not identified,4,0,2,2,100,2,0,NA,
1978,Lower Fraser,Maria Slough,T4,CU not identified,2,0,1,1,0,0,1,NA,
1986,Lower Fraser,Maria Slough,T4,CU not identified,100,0,50,50,100,50,0,NA,
1953,Lower Fraser,Pitt Lake,T4,CU not identified,350,0,175,175,0,0,175,NA,
1989,Lower Fraser,Ruby Creek,T4,CU not identified,2,0,1,1,100,1,0,NA,
1989,Lower Fraser,Silver Hope Creek,T4,CU not identified,2,0,1,1,100,1,0,NA,
1938,Lower Fraser,Spuzzum Creek,T4,CU not identified,7,0,3,4,0,0,4,NA,
1939,Lower Fraser,Spuzzum Creek,T4,CU not identified,159,0,79,80,0,0,80,NA,
1940,Lower Fraser,Spuzzum Creek,T4,CU not identified,653,0,242,411,26.18,108,303,NA,
1941,Lower Fraser,Spuzzum Creek,T4,CU not identified,12757,844,5957,5956,0,0,5956,NA,
1942,Lower Fraser,Spuzzum Creek,T4,CU not identified,202,0,56,146,2.42,4,142,NA,
1943,Lower Fraser,Spuzzum Creek,T4,CU not identified,31,0,15,16,0,0,16,NA,
1958,Lower Fraser,Spuzzum Creek,T4,CU not identified,14101,0,6502,7599,0,0,7599,NA,
1978,Lower Fraser,Vedder River,T4,CU not identified,900,271,238,391,0,0,391,NA,
1986,Lower Fraser,Wahleach Creek,T4,CU not identified,500,0,250,250,100,250,0,NA,
1958,Lower Fraser,Yale Creek,T4,CU not identified,562,0,303,259,0,0,259,NA,
1942,Nechako,Dog Creek,T2,CU not identified,310,0,101,209,0,0,209,NA,
1989,Lower Fraser,Chilliwack River,T4,CU not identified,16,0,5,11,100,11,0,NA,
1939,Lower Fraser,Silver Hope Creek,T4,CU not identified,268,0,134,134,0,0,134,NA,
1941,Lower Fraser,American Bar Creek,T4,CU not identified,0,0,0,0,0,0,0,NA,
1941,Lower Fraser,Coquihalla River,T4,CU not identified,0,0,0,0,0,0,0,NA,
1941,Lower Fraser,Texas Creek,T4,CU not identified,0,0,0,0,0,0,0,NA,
1941,Lower Fraser,Johnson Slough,T4,CU not identified,0,0,0,0,0,0,0,NA,
1942,Lower Fraser,Silver Hope Creek,T4,CU not identified,0,0,0,0,0,0,0,NA,
1950,Lower Fraser,Silver Hope Creek,T4,CU not identified,0,0,0,0,0,0,0,NA,
1990,Lower Fraser,Johnson Slough,T4,CU not identified,0,0,0,0,0,0,0,NA,
1990,Lower Fraser,Ruby Creek,T4,CU not identified,0,0,0,0,0,0,0,NA,
1990,Lower Fraser,Silver Hope Creek,T4,CU not identified,0,0,0,0,0,0,0,NA,
1990,Lower Fraser,Wahleach Creek,T4,CU not identified,0,0,0,0,0,0,0,NA,
1941,Lower Fraser,Silver Hope Creek,T4,CU not identified,0,0,0,0,0,0,0,NA,
1958,Lower Fraser,Emory Creek,T4,CU not identified,108,0,58,50,0,0,50,NA,
1958,Lower Fraser,Johnson Slough,T4,CU not identified,1800,0,970,830,0,0,830,NA,
1958,Lower Fraser,Wahleach Creek,T4,CU not identified,122,0,66,56,0,0,56,NA,
1991,Lower Fraser,Ruby Creek,T4,CU not identified,0,0,0,0,0,0,0,NA,
1991,Lower Fraser,Silver Hope Creek,T4,CU not identified,9,0,4,5,100,5,0,NA,
1992,Lower Fraser,Silver Hope Creek,T4,CU not identified,0,0,0,0,0,0,0,NA,
1992,Lower Fraser,Wahleach Creek,T4,CU not identified,0,0,0,0,0,0,0,NA,
1994,Lower Fraser,Johnson Slough,T4,CU not identified,0,0,0,0,0,0,0,NA,
1994,Lower Fraser,Ruby Creek,T4,CU not identified,0,0,0,0,0,0,0,NA,
1994,Lower Fraser,Silver Hope Creek,T4,CU not identified,0,0,0,0,0,0,0,NA,
2002,Late Stuart,Stuart River,T3,CU not identified,32,0,16,16,99.68,16,0,NA,
